"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,183,"PRI","Puerto Rico","PUERTO RICO","Puerto Rico","Puerto Rico","","Porto Rico","","Porto Rico ","Puerto Rico ","<U+041F><U+0443><U+044D><U+0440><U+0442><U+043E>-<U+0420><U+0438><U+043A><U+043E>","<U+0628><U+0648><U+0631><U+062A><U+0648> <U+0631><U+064A><U+0643><U+0648>","<U+6CE2><U+591A><U+9ECE><U+5404> ","","","United States","PR","","RQ","630","1900","Present","3914717","9062.777","431.955569468387","Caribbean","Americas","1","","","","","High income: nonOECD","Debt not classified","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",""
